Stock_symbol,Date,open,close
ISYA,2019-03-01,43.56999969482422,43.74250030517578
NTZH,2019-03-04,43.92250061035156,43.962501525878906
VCDV,2019-03-05,43.98500061035156,43.88249969482422
LEFD,2019-03-06,43.66749954223633,43.630001068115234
MBCT,2019-03-07,43.46749877929688,43.125
CTRN,2019-03-08,42.58000183105469,43.227500915527344
UDBW,2019-03-11,43.872501373291016,44.72499847412109
JWJH,2019-03-12,45.0,45.227500915527344
LJWR,2019-03-13,45.5625,45.4275016784668
ALIK,2019-03-14,45.97499847412109,45.932498931884766
RQKX,2019-03-15,46.212501525878906,46.52999877929688
CGLZ,2019-03-18,46.45000076293945,47.005001068115234
GUQU,2019-03-19,47.087501525878906,46.63249969482422
CVWZ,2019-03-20,46.557498931884766,47.040000915527344
TPOY,2019-03-21,47.505001068115234,48.772499084472656
NLSL,2019-03-22,48.834999084472656,47.76250076293945
ZPIN,2019-03-25,47.87749862670898,47.185001373291016
IREP,2019-03-26,47.915000915527344,46.6974983215332
KJBF,2019-03-27,47.1875,47.11750030517578
BPDC,2019-03-28,47.23749923706055,47.18000030517578
IBMC,2019-03-29,47.45750045776367,47.48749923706055
LIVU,2019-04-01,47.90999984741211,47.810001373291016
YVIR,2019-04-02,47.772499084472656,48.505001068115234
UFID,2019-04-03,48.3125,48.837501525878906
MYTL,2019-04-04,48.6974983215332,48.92250061035156
VUWB,2019-04-05,49.11249923706055,49.25
ERUF,2019-04-08,49.10499954223633,50.025001525878906
LHOG,2019-04-09,50.08000183105469,49.875
FOKF,2019-04-10,49.66999816894531,50.15499877929688
EWMX,2019-04-11,50.212501525878906,49.73749923706055
VEJP,2019-04-12,49.79999923706055,49.71749877929688
HRNO,2019-04-15,49.64500045776367,49.807498931884766
KOVW,2019-04-16,49.8650016784668,49.8125
XICJ,2019-04-17,49.8849983215332,50.782501220703125
RYYL,2019-04-18,50.77999877929688,50.96500015258789
DMYZ,2019-04-22,50.70750045776367,51.13249969482422
DCQV,2019-04-23,51.10749816894531,51.869998931884766
EUOO,2019-04-24,51.84000015258789,51.790000915527344
LVLQ,2019-04-25,51.70750045776367,51.31999969482422
GBVQ,2019-04-26,51.22499847412109,51.07500076293945
LHTB,2019-04-29,51.09999847412109,51.15250015258789
BOIG,2019-04-30,50.76499938964844,50.16749954223633
OZDO,2019-05-01,52.470001220703125,52.630001068115234
XSAS,2019-05-02,52.459999084472656,52.28749847412109
TIAY,2019-05-03,52.72249984741211,52.9375
HONH,2019-05-06,51.0724983215332,52.119998931884766
SSLR,2019-05-07,51.470001220703125,50.71500015258789
UOMU,2019-05-08,50.47499847412109,50.72499847412109
UWCJ,2019-05-09,50.09999847412109,50.18000030517578
IDXT,2019-05-10,49.35499954223633,49.29499816894531
EJAS,2019-05-13,46.9275016784668,46.43000030517578
ZYLB,2019-05-14,46.602500915527344,47.165000915527344
WGOL,2019-05-15,46.567501068115234,47.72999954223633
VOUE,2019-05-16,47.477500915527344,47.52000045776367
DIVW,2019-05-17,46.73249816894531,47.25
SXGE,2019-05-20,45.880001068115234,45.772499084472656
BULT,2019-05-21,46.30500030517578,46.650001525878906
YWJR,2019-05-22,46.165000915527344,45.69499969482422
CCJF,2019-05-23,44.95000076293945,44.915000915527344
TSXS,2019-05-24,45.04999923706055,44.74250030517578
QYFT,2019-05-28,44.72999954223633,44.557498931884766
LCXM,2019-05-29,44.10499954223633,44.345001220703125
JAMM,2019-05-30,44.48749923706055,44.57500076293945
UWGL,2019-05-31,44.057498931884766,43.76750183105469
GXAM,2019-06-03,43.900001525878906,43.32500076293945
GODX,2019-06-04,43.86000061035156,44.90999984741211
QNZI,2019-06-05,46.06999969482422,45.6349983215332
XAWR,2019-06-06,45.77000045776367,46.30500030517578
YRTF,2019-06-07,46.62749862670898,47.53749847412109
UCIJ,2019-06-10,47.95249938964844,48.14500045776367
PPOH,2019-06-11,48.71500015258789,48.70249938964844
BGOS,2019-06-12,48.48749923706055,48.54750061035156
EHYV,2019-06-13,48.67499923706055,48.53749847412109
GNNO,2019-06-14,47.88750076293945,48.185001373291016
WPDW,2019-06-17,48.22499847412109,48.47249984741211
XGDG,2019-06-18,49.01250076293945,49.61249923706055
JJHD,2019-06-19,49.91999816894531,49.46749877929688
HNPO,2019-06-20,50.09249877929688,49.8650016784668
IEQI,2019-06-21,49.70000076293945,49.69499969482422
ILQZ,2019-06-24,49.6349983215332,49.64500045776367
VISE,2019-06-25,49.60749816894531,48.89250183105469
OYWI,2019-06-26,49.442501068115234,49.95000076293945
SUMY,2019-06-27,50.0724983215332,49.935001373291016
PIEK,2019-06-28,49.66999816894531,49.47999954223633
GKBB,2019-07-01,50.79249954223633,50.38750076293945
DCNX,2019-07-02,50.352500915527344,50.682498931884766
SDQX,2019-07-03,50.81999969482422,51.102500915527344
RGMT,2019-07-05,50.837501525878906,51.057498931884766
CRUT,2019-07-08,50.20249938964844,50.005001068115234
WBYR,2019-07-09,49.79999923706055,50.310001373291016
MDOD,2019-07-10,50.462501525878906,50.807498931884766
MDZY,2019-07-11,50.82749938964844,50.4375
KLNY,2019-07-12,50.61249923706055,50.82500076293945
XWIU,2019-07-15,51.022499084472656,51.3025016784668
RZZA,2019-07-16,51.147499084472656,51.125
XELG,2019-07-17,51.01250076293945,50.837501525878906
CHFO,2019-07-18,51.0,51.415000915527344
NFZJ,2019-07-19,51.4474983215332,50.647499084472656
QPTI,2019-07-22,50.91249847412109,51.80500030517578
SRTS,2019-07-23,52.1150016784668,52.209999084472656
YNLW,2019-07-24,51.91749954223633,52.16749954223633
VMFW,2019-07-25,52.22249984741211,51.755001068115234
WNRH,2019-07-26,51.869998931884766,51.935001373291016
KYRS,2019-07-29,52.1150016784668,52.41999816894531
MKVZ,2019-07-30,52.18999862670898,52.19499969482422
UYGT,2019-07-31,54.10499954223633,53.2599983215332
YYUX,2019-08-01,53.47499847412109,52.10749816894531
HYWC,2019-08-02,51.38249969482422,51.005001068115234
VDZL,2019-08-05,49.497501373291016,48.334999084472656
RHAU,2019-08-06,49.07749938964844,49.25
FMCM,2019-08-07,48.852500915527344,49.7599983215332
KIGU,2019-08-08,50.04999923706055,50.85749816894531
CFKP,2019-08-09,50.32500076293945,50.247501373291016
IPQX,2019-08-12,49.90499877929688,50.119998931884766
YUBW,2019-08-13,50.255001068115234,52.24250030517578
CGGP,2019-08-14,50.790000915527344,50.6875
VSEM,2019-08-15,50.8650016784668,50.435001373291016
TYLH,2019-08-16,51.06999969482422,51.625
ZYUM,2019-08-19,52.65499877929688,52.587501525878906
RNMI,2019-08-20,52.720001220703125,52.59000015258789
KELA,2019-08-21,53.247501373291016,53.15999984741211
BHYN,2019-08-22,53.29750061035156,53.1150016784668
NHFF,2019-08-23,52.35749816894531,50.65999984741211
SHNF,2019-08-26,51.46500015258789,51.622501373291016
AGWJ,2019-08-27,51.96500015258789,51.040000915527344
JXWQ,2019-08-28,51.025001525878906,51.38249969482422
FFEO,2019-08-29,52.125,52.25249862670898
ETHT,2019-08-30,52.540000915527344,52.185001373291016
ZZFG,2019-09-03,51.60749816894531,51.42499923706055
CTRE,2019-09-04,52.09749984741211,52.29750061035156
JLIR,2019-09-05,53.0,53.31999969482422
NYGG,2019-09-06,53.51250076293945,53.31499862670898
NLAI,2019-09-09,53.709999084472656,53.54249954223633
TUOY,2019-09-10,53.46500015258789,54.17499923706055
UCAH,2019-09-11,54.51750183105469,55.897499084472656
AELK,2019-09-12,56.20000076293945,55.772499084472656
AIOB,2019-09-13,55.0,54.6875
HAQL,2019-09-16,54.432498931884766,54.97499847412109
IRYQ,2019-09-17,54.9900016784668,55.17499923706055
GGOJ,2019-09-18,55.26499938964844,55.692501068115234
VTTB,2019-09-19,55.50249862670898,55.2400016784668
RXCW,2019-09-20,55.345001220703125,54.432498931884766
IGUQ,2019-09-23,54.73749923706055,54.68000030517578
LYLN,2019-09-24,55.25749969482422,54.41999816894531
DSBV,2019-09-25,54.63750076293945,55.25749969482422
AQOG,2019-09-26,55.0,54.97249984741211
ICVC,2019-09-27,55.1349983215332,54.70500183105469
DXVD,2019-09-30,55.22499847412109,55.99250030517578
EAKP,2019-10-01,56.26750183105469,56.147499084472656
STKX,2019-10-02,55.76499938964844,54.7400016784668
VUUN,2019-10-03,54.60749816894531,55.20500183105469
GMKL,2019-10-04,56.40999984741211,56.75249862670898
LYGI,2019-10-07,56.567501068115234,56.76499938964844
UMIL,2019-10-08,56.45500183105469,56.09999847412109
XOVY,2019-10-09,56.75749969482422,56.75749969482422
KKGB,2019-10-10,56.98249816894531,57.522499084472656
ZKXZ,2019-10-11,58.23749923706055,59.0525016784668
DSXO,2019-10-14,58.72499847412109,58.96749877929688
QXAN,2019-10-15,59.09749984741211,58.83000183105469
QAFX,2019-10-16,58.34249877929688,58.59249877929688
DEHI,2019-10-17,58.772499084472656,58.81999969482422
NIHA,2019-10-18,58.647499084472656,59.102500915527344
MZUX,2019-10-21,59.380001068115234,60.12749862670898
AJFQ,2019-10-22,60.290000915527344,59.9900016784668
YMKC,2019-10-23,60.525001525878906,60.79499816894531
BFZC,2019-10-24,61.12749862670898,60.89500045776367
ESWL,2019-10-25,60.790000915527344,61.64500045776367
MQLA,2019-10-28,61.85499954223633,62.26250076293945
FFHW,2019-10-29,62.24250030517578,60.8224983215332
BQBN,2019-10-30,61.18999862670898,60.81499862670898
RDVT,2019-10-31,61.810001373291016,62.18999862670898
KLLZ,2019-11-01,62.3849983215332,63.95500183105469
PERP,2019-11-04,64.3324966430664,64.375
RNZQ,2019-11-05,64.26249694824219,64.28250122070312
FCNH,2019-11-06,64.19249725341797,64.30999755859375
OJDE,2019-11-07,64.68499755859375,64.85749816894531
PCJS,2019-11-08,64.67250061035156,65.03500366210938
RPNM,2019-11-11,64.57499694824219,65.55000305175781
BZUM,2019-11-12,65.38749694824219,65.48999786376953
TTOT,2019-11-13,65.28250122070312,66.11750030517578
STQE,2019-11-14,65.9375,65.66000366210938
FYIW,2019-11-15,65.91999816894531,66.44000244140625
EFGF,2019-11-18,66.44999694824219,66.7750015258789
IXXJ,2019-11-19,66.9749984741211,66.57250213623047
FHWN,2019-11-20,66.38500213623047,65.79750061035156
JCYG,2019-11-21,65.92250061035156,65.50250244140625
CXSA,2019-11-22,65.64749908447266,65.44499969482422
HNRK,2019-11-25,65.67749786376953,66.59249877929688
IFPS,2019-11-26,66.73500061035156,66.07250213623047
YEIZ,2019-11-27,66.3949966430664,66.95999908447266
FFSJ,2019-11-29,66.6500015258789,66.8125
AADT,2019-12-02,66.81749725341797,66.04000091552734
XLAC,2019-12-03,64.57749938964844,64.86250305175781
TUVR,2019-12-04,65.26750183105469,65.43499755859375
CMQW,2019-12-05,65.94750213623047,66.3949966430664
ITPT,2019-12-06,66.87000274658203,67.67749786376953
PHJS,2019-12-09,67.5,66.7300033569336
CDZW,2019-12-10,67.1500015258789,67.12000274658203
YTNK,2019-12-11,67.20249938964844,67.69249725341797
YXWL,2019-12-12,66.94499969482422,67.86499786376953
WJUP,2019-12-13,67.86499786376953,68.7874984741211
TANH,2019-12-16,69.25,69.96499633789062
AIQS,2019-12-17,69.89250183105469,70.10250091552734
GAOO,2019-12-18,69.94999694824219,69.93499755859375
OSBS,2019-12-19,69.875,70.00499725341797
GPCG,2019-12-20,70.55750274658203,69.86000061035156
RQEI,2019-12-23,70.13249969482422,71.0
UDYE,2019-12-24,71.17250061035156,71.06749725341797
UOVH,2019-12-26,71.20500183105469,72.47750091552734
MVBR,2019-12-27,72.77999877929688,72.44999694824219
LKPJ,2019-12-30,72.36499786376953,72.87999725341797
XYHZ,2019-12-31,72.48249816894531,73.4124984741211
AXJD,2019-01-02,192.5200042724609,191.8999938964844
DHOD,2019-01-03,192.1499938964844,188.97999572753903
MOLV,2019-01-04,191.4600067138672,195.44000244140625
KZLS,2019-01-07,194.75999450683597,198.07000732421875
RNSB,2019-01-08,199.1999969482422,200.6100006103516
AOHV,2019-01-09,202.3600006103516,200.3699951171875
UGVZ,2019-01-10,200.3699951171875,202.67999267578125
WMTK,2019-01-11,200.63999938964844,200.55999755859372
GIEY,2019-01-14,199.4900054931641,196.77999877929688
XDKE,2019-01-15,196.3000030517578,199.3800048828125
MJCD,2019-01-16,199.3000030517578,198.88999938964844
XPPS,2019-01-17,198.3800048828125,201.9199981689453
VWJH,2019-01-18,203.3300018310547,203.8800048828125
KXOK,2019-01-22,202.6199951171875,201.97999572753903
PSHK,2019-01-23,201.9900054931641,201.55999755859372
YSIX,2019-01-24,201.6100006103516,200.97000122070312
ETZU,2019-01-25,201.9499969482422,198.7700042724609
AEWD,2019-01-28,194.97000122070312,191.9499969482422
KYPO,2019-01-29,192.17999267578125,192.1100006103516
MQGB,2019-01-30,188.88999938964844,184.8600006103516
EUJE,2019-01-31,184.77999877929688,187.1100006103516
DKDH,2019-02-01,186.50999450683597,187.07000732421875
DKQK,2019-02-04,186.9600067138672,186.17999267578125
JEAD,2019-02-05,186.1999969482422,188.30999755859372
SSJD,2019-02-06,188.30999755859372,190.75999450683597
EQQC,2019-02-07,190.6699981689453,184.22999572753903
PPCW,2019-02-08,183.41000366210935,186.0
IETP,2019-02-11,186.7899932861328,185.7899932861328
RABI,2019-02-12,187.3300018310547,188.42999267578125
HLVA,2019-02-13,189.22000122070312,188.97999572753903
JEKT,2019-02-14,187.58999633789065,186.67999267578125
XUIR,2019-02-15,188.07000732421875,188.33999633789065
XMRN,2019-02-19,187.7899932861328,186.97000122070312
CKVV,2019-02-20,187.19000244140625,186.9199981689453
NCMU,2019-02-21,186.38999938964844,185.5
ETDM,2019-02-22,185.88999938964844,187.5
DESX,2019-02-25,188.66000366210935,189.80999755859372
FDRC,2019-02-26,189.55999755859372,190.0800018310547
DKDU,2019-02-27,188.7400054931641,191.4199981689453
VIEV,2019-02-28,191.3800048828125,190.0800018310547
ZAOH,2019-03-01,191.38999938964844,191.16000366210935
PJFB,2019-03-04,191.82000732421875,189.77999877929688
XYKG,2019-03-05,190.0,188.82000732421875
OPYN,2019-03-06,188.8800048828125,183.1499938964844
JRGZ,2019-03-07,182.9199981689453,181.4600067138672
QLZK,2019-03-08,180.6000061035156,180.8699951171875
YGAH,2019-03-11,181.83999633789065,184.13999938964844
UEJP,2019-03-12,184.6100006103516,184.17999267578125
SYGC,2019-03-13,184.6999969482422,187.3500061035156
JVYP,2019-03-14,187.52999877929688,187.75999450683597
RWHJ,2019-03-15,188.4600067138672,191.2400054931641
ETPC,2019-03-18,191.0800018310547,191.30999755859372
NRUI,2019-03-19,191.92999267578125,191.4900054931641
BMRY,2019-03-20,191.5,191.1199951171875
DNWQ,2019-03-21,189.72999572753903,191.88999938964844
GYIC,2019-03-22,190.9600067138672,186.6999969482422
ELDL,2019-03-25,186.63999938964844,186.58999633789065
MEHB,2019-03-26,187.5500030517578,188.2700042724609
QSOS,2019-03-27,188.25,186.32000732421875
QCPC,2019-03-28,187.0800018310547,187.6499938964844
IOZJ,2019-03-29,189.3699951171875,189.97999572753903
AAYQ,2019-04-01,191.13999938964844,191.7700042724609
HQMN,2019-04-02,191.80999755859372,192.42999267578125
DQXN,2019-04-03,193.17999267578125,192.9199981689453
GLGJ,2019-04-04,192.8500061035156,192.3300018310547
CCFC,2019-04-05,193.8800048828125,195.41000366210935
FCQW,2019-04-08,194.52999877929688,194.8800048828125
YZKU,2019-04-09,193.58999633789065,192.97999572753903
YULR,2019-04-10,194.1499938964844,193.88999938964844
VPGQ,2019-04-11,194.57000732421875,192.1100006103516
HUNT,2019-04-12,193.0200042724609,191.4199981689453
QNHV,2019-04-15,191.83999633789065,191.1999969482422
ZUHE,2019-04-16,192.2700042724609,188.0500030517578
ZEZG,2019-04-17,188.3500061035156,182.47000122070312
AUKY,2019-04-18,183.2400054931641,177.47000122070312
YWNA,2019-04-22,177.10000610351562,176.36000061035156
LUDZ,2019-04-23,176.94000244140625,179.75999450683594
LVTX,2019-04-24,180.13999938964844,178.3000030517578
UEEA,2019-04-25,177.0800018310547,180.47999572753903
LNNT,2019-04-26,180.6999969482422,181.47000122070312
CLZU,2019-04-29,181.4499969482422,181.1699981689453
GGPE,2019-04-30,181.6300048828125,179.32000732421875
QMAJ,2019-05-01,175.39999389648438,176.13999938964844
ROPZ,2019-05-02,176.05999755859375,176.5
PWZB,2019-05-03,176.92999267578125,177.30999755859375
LNVS,2019-05-06,175.49000549316406,177.05999755859375
EGCC,2019-05-07,175.13999938964844,173.8699951171875
JXEW,2019-05-08,173.5,172.14999389648438
LEOQ,2019-05-09,171.24000549316406,172.8699951171875
PWOV,2019-05-10,172.4600067138672,171.85000610351562
OOHB,2019-05-13,169.24000549316406,167.60000610351562
GNPZ,2019-05-14,167.67999267578125,167.80999755859375
LLFW,2019-05-15,167.22999572753906,169.8699951171875
REGP,2019-05-16,169.39999389648438,169.9199981689453
MAXW,2019-05-17,169.27000427246094,169.91000366210938
YGLZ,2019-05-20,168.67999267578125,168.38999938964844
PJYS,2019-05-21,169.77000427246094,169.69000244140625
DIKB,2019-05-22,169.35000610351562,171.3000030517578
POLU,2019-05-23,171.33999633789062,172.11000061035156
NROW,2019-05-24,172.6199951171875,171.27999877929688
WXIO,2019-05-28,171.55999755859375,168.85000610351562
UIOH,2019-05-29,168.0,169.17999267578125
JBMI,2019-05-30,169.44000244140625,169.0399932861328
DBBZ,2019-05-31,168.05999755859375,166.6999969482422
DNJC,2019-06-03,172.0,172.36000061035156
WHYT,2019-06-04,174.02999877929688,174.72999572753906
PKUC,2019-06-05,175.67999267578125,174.5500030517578
ONFW,2019-06-06,174.77999877929688,174.4499969482422
CPJZ,2019-06-07,175.6300048828125,175.50999450683594
MNOA,2019-06-10,175.9499969482422,175.5800018310547
DBPH,2019-06-11,176.27000427246094,174.6199951171875
IDNE,2019-06-12,175.3000030517578,175.60000610351562
AGBQ,2019-06-13,175.8300018310547,176.7100067138672
XXLN,2019-06-14,176.97000122070312,176.0800018310547
ECHR,2019-06-17,176.0399932861328,178.38999938964844
XKKV,2019-06-18,179.27000427246094,181.6100006103516
OSJC,2019-06-19,181.47999572753903,182.7700042724609
BWAE,2019-06-20,184.77999877929688,184.0800018310547
TYXX,2019-06-21,183.88999938964844,187.1100006103516
UNWQ,2019-06-24,186.07000732421875,184.8300018310547
OCXC,2019-06-25,184.6000061035156,184.44000244140625
DFRM,2019-06-26,184.7100067138672,183.1699981689453
XIEN,2019-06-27,183.3500061035156,184.0200042724609
UNRY,2019-06-28,184.1699981689453,184.27999877929688
CWUV,2019-07-01,186.8800048828125,186.3500061035156
ENCF,2019-07-02,186.02999877929688,186.63999938964844
XMOS,2019-07-03,187.5800018310547,188.5800018310547
NJDU,2019-07-05,187.42999267578125,185.94000244140625
EQOL,2019-07-08,184.66000366210935,182.2400054931641
LSRM,2019-07-09,181.2100067138672,181.58999633789065
TSLS,2019-07-10,182.1699981689453,182.2700042724609
QGWA,2019-07-11,180.8600006103516,178.0
RGTS,2019-07-12,177.82000732421875,174.92999267578125
HKYZ,2019-07-15,174.89999389648438,176.1199951171875
ZURC,2019-07-16,176.33999633789062,177.47000122070312
RTLZ,2019-07-17,178.13999938964844,177.05999755859375
QJZJ,2019-07-18,177.1300048828125,179.5399932861328
ITOO,2019-07-19,180.6699981689453,178.38999938964844
KACE,2019-07-22,177.8300018310547,175.88999938964844
LXNO,2019-07-23,176.42999267578125,176.00999450683594
EHTB,2019-07-24,176.02000427246094,175.77000427246094
YYWU,2019-07-25,175.77999877929688,174.11000061035156
GEEQ,2019-07-26,174.27000427246094,175.33999633789062
RWEK,2019-07-29,175.27000427246094,176.0800018310547
OUAV,2019-07-30,174.9199981689453,176.4499969482422
IOFP,2019-07-31,180.0,186.5800018310547
OMTH,2019-08-01,186.3999938964844,186.0
BMPH,2019-08-02,186.0,187.22000122070312
HZBB,2019-08-05,185.5800018310547,181.5
FLBD,2019-08-06,181.1000061035156,184.4600067138672
GDYQ,2019-08-07,183.0399932861328,183.5399932861328
EPJI,2019-08-08,183.47000122070312,185.22999572753903
LZXT,2019-08-09,185.1499938964844,196.25
PEHS,2019-08-12,197.8999938964844,205.77999877929688
KQFE,2019-08-13,203.42999267578125,206.1199951171875
KDCE,2019-08-14,202.80999755859372,198.8699951171875
GHHO,2019-08-15,200.0,199.30999755859372
UDLX,2019-08-16,201.8300018310547,204.0200042724609
IJDZ,2019-08-19,203.22999572753903,206.0
JEQK,2019-08-20,205.8999938964844,203.1699981689453
WHOF,2019-08-21,204.4499969482422,203.94000244140625
RNWY,2019-08-22,205.2700042724609,203.4199981689453
NNYC,2019-08-23,203.08999633789065,199.0800018310547
XRSG,2019-08-26,200.6000061035156,205.41000366210935
UCMJ,2019-08-27,206.5399932861328,206.4900054931641
XHAS,2019-08-28,205.50999450683597,207.5200042724609
HMQA,2019-08-29,209.0,206.97999572753903
JZEB,2019-08-30,208.9900054931641,208.6199951171875
NEPT,2019-09-03,207.3000030517578,205.5200042724609
LIRB,2019-09-04,206.6999969482422,206.32000732421875
GGBX,2019-09-05,206.6300048828125,207.6499938964844
UVPD,2019-09-06,208.63999938964844,207.72999572753903
ULXS,2019-09-09,202.52999877929688,202.33999633789065
MUBX,2019-09-10,200.80999755859372,196.8699951171875
MOJW,2019-09-11,197.1300048828125,195.83999633789065
UCPV,2019-09-12,196.08999633789065,194.0
IAZF,2019-09-13,194.41000366210935,195.47000122070312
BFAV,2019-09-16,196.16000366210935,194.0800018310547
ILNT,2019-09-17,194.0399932861328,196.72000122070312
YKXY,2019-09-18,196.3600006103516,195.0399932861328
INFQ,2019-09-19,195.72000122070312,195.6499938964844
YKXR,2019-09-20,196.0,196.94000244140625
OHQN,2019-09-23,197.75,197.75999450683597
HKNY,2019-09-24,198.97999572753903,196.5500030517578
ILVP,2019-09-25,197.5800018310547,196.05999755859372
WEVR,2019-09-26,195.91000366210935,195.3800048828125
AOLY,2019-09-27,195.55999755859372,194.94000244140625
ITUS,2019-09-30,192.8000030517578,193.50999450683597
NGWM,2019-10-01,192.5800018310547,193.19000244140625
VYKC,2019-10-02,193.5800018310547,189.2100067138672
WQSC,2019-10-03,189.6000061035156,192.6199951171875
DRAP,2019-10-04,193.13999938964844,195.58999633789065
NDWK,2019-10-07,194.5399932861328,197.1699981689453
QVMW,2019-10-08,196.5500030517578,196.0800018310547
PLYX,2019-10-09,198.67999267578125,196.69000244140625
PDWH,2019-10-10,198.0,198.67999267578125
ETVT,2019-10-11,200.22999572753903,200.8000030517578
ZGNJ,2019-10-14,201.25,202.88999938964844
BZGF,2019-10-15,203.4600067138672,204.66000366210935
RMCA,2019-10-16,204.1499938964844,203.2100067138672
LZRC,2019-10-17,201.58999633789065,203.55999755859372
FCYB,2019-10-18,204.1100006103516,202.72000122070312
FWOR,2019-10-21,203.57000732421875,202.92999267578125
NDUK,2019-10-22,204.6300048828125,204.8300018310547
FHQO,2019-10-23,204.22999572753903,203.32000732421875
AAOB,2019-10-24,203.9499969482422,203.05999755859372
IYAC,2019-10-25,202.58999633789065,203.0500030517578
GQZL,2019-10-28,203.1699981689453,205.00999450683597
EDKV,2019-10-29,205.25999450683597,208.9900054931641
ALGU,2019-10-30,206.3500061035156,210.8800048828125
YEME,2019-10-31,210.1000061035156,213.25
KXOY,2019-11-01,214.25999450683597,217.9499969482422
FCYB,2019-11-04,218.72999572753903,214.41000366210935
LSHG,2019-11-05,215.9199981689453,215.0800018310547
XSGI,2019-11-06,215.4499969482422,216.3999938964844
YTIG,2019-11-07,216.91000366210935,217.9900054931641
YMWA,2019-11-08,218.2100067138672,221.1100006103516
DGWY,2019-11-11,220.2400054931641,220.6999969482422
OSHA,2019-11-12,221.30999755859372,221.30999755859372
UWMF,2019-11-13,220.42999267578125,219.6699981689453
MOSZ,2019-11-14,218.22000122070312,218.5
HKEH,2019-11-15,219.58999633789065,220.8600006103516
OITG,2019-11-18,221.05999755859372,220.6699981689453
ZDRV,2019-11-19,221.2400054931641,224.5
MNXD,2019-11-20,224.3800048828125,225.50999450683597
WSAC,2019-11-21,227.1199951171875,227.82000732421875
PQII,2019-11-22,228.0800018310547,230.7400054931641
URTQ,2019-11-25,231.0800018310547,234.5399932861328
XZMY,2019-11-26,233.97999572753903,234.38999938964844
VYNP,2019-11-27,234.6499938964844,234.5399932861328
XFTB,2019-11-29,234.1300048828125,234.72000122070312
FBJJ,2019-12-02,234.5399932861328,233.47999572753903
WYOR,2019-12-03,231.47999572753903,232.7700042724609
QYXZ,2019-12-04,232.72999572753903,233.8800048828125
MSME,2019-12-05,233.69000244140625,233.41000366210935
ROHU,2019-12-06,234.67999267578125,233.7700042724609
KVVL,2019-12-09,234.9600067138672,232.82000732421875
VMAD,2019-12-10,231.9199981689453,233.83999633789065
OKXM,2019-12-11,234.02999877929688,234.00999450683597
BMHF,2019-12-12,234.5800018310547,235.9900054931641
HOTV,2019-12-13,235.6000061035156,236.7400054931641
XCOQ,2019-12-16,239.5,243.1999969482422
JLXP,2019-12-17,243.5800018310547,242.83999633789065
ICPR,2019-12-18,242.2100067138672,241.94000244140625
ICEA,2019-12-19,242.77999877929688,241.83999633789065
AJLL,2019-12-20,244.57000732421875,243.05999755859372
HMPL,2019-12-23,243.97999572753903,243.02999877929688
WTUC,2019-12-24,242.82000732421875,242.3300018310547
OWHF,2019-12-26,242.72000122070312,241.8999938964844
IPAP,2019-12-27,242.2400054931641,241.52999877929688
EPXP,2019-12-30,241.3999938964844,240.2700042724609
OTAD,2019-12-31,240.27999877929688,241.07000732421875
NDPB,2019-01-02,93.91000366210938,95.68000030517578
FINH,2019-01-03,94.79000091552734,93.43000030517578
